id,username,price,likes,size,brand,title,img_link,link,scrap_date
4189033116,abacaria,20.0,0,M / 38 / 10,Nike,Veste Nike ,https://images1.vinted.net/t/01_02046_H9iBbTJ8HsofwK1vWDYvmaV7/310x430/1709732463.jpeg?s=c4a9ab9b1a0d919ae0e3e646c4d0caffa40f514c,https://www.vinted.fr/items/4189033116-veste-nike?referrer=catalog,2024-03-06 13:43:02
4188935840,titine1002,80.0,0,S,Nike,Ensemble survêtements Nike / équipe de France,https://images1.vinted.net/t/01_026be_VC2oypczTJeovfqCRycBdGwM/310x430/1709731336.jpeg?s=f1b78743fbb06d6708645a55bfaacaded3ccd19d,https://www.vinted.fr/items/4188935840-ensemble-survetements-nike-equipe-de-france?referrer=catalog,2024-03-06 13:43:02
4188969473,vik202416,18.0,0,M / 38 / 10,Nike,sweat-shirt de sport,https://images1.vinted.net/t/01_00595_menE474FuhPHrhUHyP3LBD7N/310x430/1709731727.jpeg?s=b43bfd4b99e576b3e249e909fff0bc95de0fdd33,https://www.vinted.fr/items/4188969473-sweat-shirt-de-sport?referrer=catalog,2024-03-06 13:43:02
4188929752,next0oo,60.0,0,S,Nike,Ensemble Nike Gris foncé ,https://images1.vinted.net/t/01_00809_LE2nzLu4hcySrjYDWQx8sutq/310x430/1709731265.jpeg?s=9534c50c5442ad20b60cd688e7dbfe10c264f322,https://www.vinted.fr/items/4188929752-ensemble-nike-gris-fonce?referrer=catalog,2024-03-06 13:43:02
4188914962,lucas101021,6.0,0,13 ans / 158 cm,Nike,Veste Nike ,https://images1.vinted.net/t/03_01e77_p2yAiF3ZfoxKjsK8fu4aFDM5/310x430/1709731091.jpeg?s=5defce9d1ca035afedfea85e6a4b37fa173c49bb,https://www.vinted.fr/items/4188914962-veste-nike?referrer=catalog,2024-03-06 13:43:02
4188894435,matt_tsnr10,5.0,0,S,Nike,Veste stade mayennais ,https://images1.vinted.net/t/03_00496_vwxyMjfbcrkUivcHJ5mjWjey/310x430/1709730847.jpeg?s=dfcf91517212acd0937105fd761787a750d4fbe2,https://www.vinted.fr/items/4188894435-veste-stade-mayennais?referrer=catalog,2024-03-06 13:43:02
4188891709,nannisectf,100.0,1,M,Nike,Veste nike running division ,https://images1.vinted.net/t/01_00648_2PYVHcww1cMcbiq5HWU2h9eu/310x430/1709730815.jpeg?s=5399e2e39cba9381804b9744bc55dbf6dfbc9e5a,https://www.vinted.fr/items/4188891709-veste-nike-running-division?referrer=catalog,2024-03-06 13:43:02
4188882345,titine1002,20.0,0,M,Nike,Veste Nike PSG,https://images1.vinted.net/t/01_02087_QfQuQvoJkUvqkpCVAyE9bzRe/310x430/1709730705.jpeg?s=a3f5b205e21df79ea67678b3d79ef1caab32d846,https://www.vinted.fr/items/4188882345-veste-nike-psg?referrer=catalog,2024-03-06 13:43:02
4188800066,dhr_sixx3,100.0,0,M,Nike,Veste Mi-Polaire Nike ,https://images1.vinted.net/t/01_00855_RzuNodDa5XDsKbdHC7Q98mAt/310x430/1709729733.jpeg?s=e10ade5d0b3c9ed753eafd358219a98d8ffc5561,https://www.vinted.fr/items/4188800066-veste-mi-polaire-nike?referrer=catalog,2024-03-06 13:43:02
4188786228,theo_94000,80.0,0,M,Nike,Doudoune sans manche Nike ,https://images1.vinted.net/t/03_025ba_SdMYJR8nJrEEggYTTe3XKLLF/310x430/1709729569.jpeg?s=4ad0c91d9a6944c0a54dbeba370a16cf9ab434b4,https://www.vinted.fr/items/4188786228-doudoune-sans-manche-nike?referrer=catalog,2024-03-06 13:43:02
