id,username,price,likes,size,brand,title,img_link,link,scrap_date
4187813707,loax4,10.0,2,M / 38 / 10,Nike,Veste Mets NYC - Nike ,https://images1.vinted.net/t/03_00f00_PuLDQyrEe4vNpfbNiUg48YRt/310x430/1709716876.jpeg?s=d18cc2ee09beae12809fbf37a685571218b46b69,https://www.vinted.fr/items/4187813707-veste-mets-nyc-nike?referrer=catalog,2024-03-06 09:46:55
4187675643,dacher.kendra,47.0,0,M / 38 / 10,Nike,Survêtement Nike ,https://images1.vinted.net/t/01_00987_7LudgBSzRrADbnsAVXYE1pDM/310x430/1709714460.jpeg?s=b59f25a32b69edc5e9682ccb0d0269835ce0355c,https://www.vinted.fr/items/4187675643-survetement-nike?referrer=catalog,2024-03-06 09:46:55
4187652520,medleinass,30.0,10,S / 36 / 8,Nike,Veste de Running,https://images1.vinted.net/t/02_022e3_sS5rbPAkUH2rThSRosdLG17z/310x430/1709713983.jpeg?s=05d02df1bd4220902093855dbc76e08e248893fe,https://www.vinted.fr/items/4187652520-veste-de-running?referrer=catalog,2024-03-06 09:46:55
4187633320,karine19740,30.0,1,S / 36 / 8,Nike,Veste de sport ,https://images1.vinted.net/t/01_007b0_NnTA98xi23FmxUFCTLwBiU7z/310x430/1709713563.jpeg?s=dbaa77b743b7cb744745bf2733925451f1c66eb0,https://www.vinted.fr/items/4187633320-veste-de-sport?referrer=catalog,2024-03-06 09:46:55
4181557379,giad97,20.0,0,S / 36 / 8,Nike,felpa nike ,https://images1.vinted.net/t/01_02699_imcCT19Hkc9aGd8eEPL6a6NM/310x430/1709567865.jpeg?s=a214a69bb3c8bb5b65c13d365d1c13a4d47cab3c,https://www.vinted.fr/items/4181557379-felpa-nike?referrer=catalog,2024-03-06 09:46:55
4187131751,dede6838,29.0,7,XS / 34 / 6,Nike,Veste Nike vintage ,https://images1.vinted.net/t/01_01d22_2mgd7YqYYjR3uanHJSP29YkF/310x430/1709674562.jpeg?s=ed04f13c8dc2054dff743f92a5550b753ef69846,https://www.vinted.fr/items/4187131751-veste-nike-vintage?referrer=catalog,2024-03-06 09:46:55
4187020068,tiago77340,10.0,0,14 ans / 164 cm,Nike,Veste atletico madrid,https://images1.vinted.net/t/02_01dea_J2G8JDew1AidcK6NdYd1YRDy/310x430/1709672430.jpeg?s=ba924e9504e92b0c1a0bb6873ed8d1282c51be17,https://www.vinted.fr/items/4187020068-veste-atletico-madrid?referrer=catalog,2024-03-06 09:46:55
4186979874,carolan56,5.0,0,13 ans / 158 cm,Nike,Veste Nike ,https://images1.vinted.net/t/03_015b8_Xx2sxLgZUSh3rjYX5kLxBnXB/310x430/1709671768.jpeg?s=045a8239ac98e0c030cf63d1bac5677cf8c80c02,https://www.vinted.fr/items/4186979874-veste-nike?referrer=catalog,2024-03-06 09:46:55
4186948917,colinne21,10.0,1,S / 36 / 8,Nike,Veste Nike ,https://images1.vinted.net/t/01_02424_SmSRbkvXt52oT1gmsJmY7UKV/310x430/1709671269.jpeg?s=612390a1944087c833b3c9fa6c7557d685441cd2,https://www.vinted.fr/items/4186948917-veste-nike?referrer=catalog,2024-03-06 09:46:55
4186820155,line012307,12.0,2,S / 36 / 8,Nike,Veste survetement  Nike,https://images1.vinted.net/t/02_00bff_9wJzobqUjtM3Kw9xiuqapJF8/310x430/1709669301.jpeg?s=2dc0eaef359d82b3578bb8747cbf04347ff333f7,https://www.vinted.fr/items/4186820155-veste-survetement-nike?referrer=catalog,2024-03-06 09:46:55
