id,username,price,likes,size,brand,title,img_link,link,scrap_date
4193478500,happy74500,12.0,0,S,Nike,Veste de survêtement Nike,https://images1.vinted.net/t/02_01bf3_eNaqG6Lu34BZsp736M2DAZMK/310x430/1709825275.jpeg?s=cf24aee5d1b0ae81ffc3a33d049225d5aff063cf,https://www.vinted.fr/items/4193478500-veste-de-survetement-nike?referrer=catalog,2024-03-07 15:35:40
4193477600,okagawa,60.0,0,S,Nike,Veste Coupe-vent Nike,https://images1.vinted.net/t/01_01660_MU256oHUMwkUhRVVTA3ha8jY/310x430/1709825263.jpeg?s=480e90817c4ccf2338b3d95b2ddbb058b98ebc45,https://www.vinted.fr/items/4193477600-veste-coupe-vent-nike?referrer=catalog,2024-03-07 15:35:40
4193474342,vintage.dress.shop,12.9,0,M,Nike,veste nike taille M,https://images1.vinted.net/t/02_01e04_WrQtJ8sdF2b1qbuiZV946krs/310x430/1709825221.jpeg?s=7e4b3c8d94446ca56947b859774feeee845d7cbc,https://www.vinted.fr/items/4193474342-veste-nike-taille-m?referrer=catalog,2024-03-07 15:35:40
4193395134,thib_1234,30.0,1,S,Nike,Nike pull,https://images1.vinted.net/t/03_022cc_jn5wCdaZGF8GoRNg8qMbnb9t/310x430/1709824192.jpeg?s=35aa78a7c938ad1c781e1ef96ee728db50a68959,https://www.vinted.fr/items/4193395134-nike-pull?referrer=catalog,2024-03-07 15:35:40
4193398387,emiliedlc29,10.0,0,S / 36 / 8,Nike,Veste de sport Nike ,https://images1.vinted.net/t/03_01be0_uE7GUry1tcghcWAreT5tDmoB/310x430/1709824235.jpeg?s=ef555b7d22bfa1ebfb9a1597d2c26a982c2a4691,https://www.vinted.fr/items/4193398387-veste-de-sport-nike?referrer=catalog,2024-03-07 15:35:40
4193379483,fanny-kje,25.0,0,S,Nike,Veste Nike de football,https://images1.vinted.net/t/01_00b57_KTfnwv1bYCqjHueuWhC78fEE/310x430/1709823989.jpeg?s=57421e343d8a98f82c4adbe1b991ba0e3e88100e,https://www.vinted.fr/items/4193379483-veste-nike-de-football?referrer=catalog,2024-03-07 15:35:40
4193218819,inabella35,15.0,0,S,Nike,Veste légère de survêtement Nike Taille S,https://images1.vinted.net/t/03_0034f_wgRaSLH2zyqKY4TBtciY8M2q/310x430/1709821963.jpeg?s=3615ac16f6f38505722e2772c803faaa5f7127f8,https://www.vinted.fr/items/4193218819-veste-legere-de-survetement-nike-taille-s?referrer=catalog,2024-03-07 15:35:40
4193194990,yojp64,20.0,1,S,Nike,Veste d'entraînement foot ou autre taille s ,https://images1.vinted.net/t/01_0243f_jZpqd7vCWzKAGrWbdvm8QfPt/310x430/1709821666.jpeg?s=907a1b0bb2b580b07279d5364b6dd37a398a35d5,https://www.vinted.fr/items/4193194990-veste-dentrainement-foot-ou-autre-taille-s?referrer=catalog,2024-03-07 15:35:40
4193144954,nawlar,50.0,0,XS,Nike,Veste Nike Chelsea running,https://images1.vinted.net/t/02_00c03_zsvac9BNbB58B6ZZndTDy1QG/310x430/1709821041.jpeg?s=08028e69c64739a1f3860b5defdf37f313c08e6e,https://www.vinted.fr/items/4193144954-veste-nike-chelsea-running?referrer=catalog,2024-03-07 15:35:40
4193134733,juicy38130,32.0,0,XS / 34 / 6,Nike,Veste nike ,https://images1.vinted.net/t/03_0062e_5MKKRW2MgMTCcxs9RD28dKAa/310x430/1709820912.jpeg?s=02b6412693a59aa9cc2bafbc58a09e7408e58613,https://www.vinted.fr/items/4193134733-veste-nike?referrer=catalog,2024-03-07 15:35:40
