id,username,price,likes,size,brand,title,img_link,link,scrap_date
4193502246,rose.dm,20.0,0,XS / 34 / 6,Nike,jogging nike ,https://images1.vinted.net/t/01_01156_vSYmrxFj9oRsFUNQQnJbMkMT/310x430/1709825582.jpeg?s=1a24873e8f89a50ab6610b889a3543fbbcd64ea7,https://www.vinted.fr/items/4193502246-jogging-nike?referrer=catalog,2024-03-07 15:35:51
4193500368,akddaml,30.0,0,M / 38 / 10,Nike,Jogging Nike ,https://images1.vinted.net/t/02_00e38_y6hDsDN3fkkhk6EgxsjRswxq/310x430/1709825558.jpeg?s=b2c0a5f9f1ca8634772206e591120f2f1ad4d036,https://www.vinted.fr/items/4193500368-jogging-nike?referrer=catalog,2024-03-07 15:35:51
4193498750,zazie.hsr,15.0,0,XS / 34 / 6,Nike,Jogging Nike ,https://images1.vinted.net/t/02_00984_7G3KZ8Gm48zLJhTgWt4iafte/310x430/1709825536.jpeg?s=6cf4cd51bdd1c130dd4d9b43ba6d047cb94a8144,https://www.vinted.fr/items/4193498750-jogging-nike?referrer=catalog,2024-03-07 15:35:51
4193498762,bastien97429,35.0,0,M / 38 / 10,Nike,Jogging gris Nike ,https://images1.vinted.net/t/03_025a5_B9dJr1qv57vmrKMEr8yxVy1z/310x430/1709825536.jpeg?s=af2310c4e30dbabebb873441b62480ebe1f0c0dd,https://www.vinted.fr/items/4193498762-jogging-gris-nike?referrer=catalog,2024-03-07 15:35:51
4105105699,lucieee300,5.0,0,XS / 34 / 6,Nike,Jogging nike gris ,https://images1.vinted.net/t/03_00d4b_s38U9fQykJ6G3aHSdpBavPU1/310x430/1708021028.jpeg?s=481f756101374d37d8ae7de81588ed1b7321fe13,https://www.vinted.fr/items/4105105699-jogging-nike-gris?referrer=catalog,2024-03-07 15:35:51
4193481388,amandine.thomas13,7.0,0,M / 38 / 10,Nike,Legging de sport Nike,https://images1.vinted.net/t/02_023fe_MpCebh4raK36VCPAQHnMcZFW/310x430/1709825312.jpeg?s=93e1c21eaaa6d9772d0c0474d8ba045cc9ba4359,https://www.vinted.fr/items/4193481388-legging-de-sport-nike?referrer=catalog,2024-03-07 15:35:51
4193476986,st4rshop,40.0,0,XS / 34 / 6,Nike,Jogging Nike Oversize,https://images1.vinted.net/t/02_00663_eWY3wRsdaW8jirrHvPX9fgJT/310x430/1709825643.jpeg?s=7f93ee5cfb67cc96b3f489803676f1b20ba4dd42,https://www.vinted.fr/items/4193476986-jogging-nike-oversize?referrer=catalog,2024-03-07 15:35:51
4193474231,follet1449,50.0,0,M,Nike,Jooging nike homme ,https://images1.vinted.net/t/03_0235c_qKJUJ9XcwTZc2HuMjsS52ZA2/310x430/1709825220.jpeg?s=e64c0d9c33310cd55e4fcc7a07b3fca9073a179c,https://www.vinted.fr/items/4193474231-jooging-nike-homme?referrer=catalog,2024-03-07 15:35:51
4168391318,isabelle-42,18.5,0,XS,Nike,Jogging Nike,https://images1.vinted.net/t/01_0048e_nPvapBTpQXbdAKhK8dpUcbyM/310x430/1709319262.jpeg?s=cb328a543b27a15541248a3675ad37214253693f,https://www.vinted.fr/items/4168391318-jogging-nike?referrer=catalog,2024-03-07 15:35:51
4193457693,joe270566,9.0,0,M / 38 / 10,Nike,Legging court Nike ,https://images1.vinted.net/t/03_01489_u8ofbRksUFPeQSUbnyhiNceL/310x430/1709825007.jpeg?s=0f18ab801bba7745222c2bdc5b0ac967131031a7,https://www.vinted.fr/items/4193457693-legging-court-nike?referrer=catalog,2024-03-07 15:35:51
