id,username,price,likes,size,brand,title,img_link,link,scrap_date
4190123606,katiavgls,15.5,0,S / 36 / 8,Nike,Jogging Nike ,https://images1.vinted.net/t/03_0212d_1LvT4beYeP25xPu7ZuzXG1M8/310x430/1709745047.jpeg?s=3b6b756c9787d5c2f3d6bb3989c3f3f6eb4dc268,https://www.vinted.fr/items/4190123606-jogging-nike?referrer=catalog,2024-03-06 17:11:41
4190123373,enjoyphoenix69,16.0,0,XS / 34 / 6,Nike,Legging de sport Nike taille XS noir - neuf ,https://images1.vinted.net/t/01_00ba2_wXCc93YdwDuN7PSNXNcGGBSy/310x430/1709745044.jpeg?s=4bd9a8f552f96888ceef16652f007ded15d1ae85,https://www.vinted.fr/items/4190123373-legging-de-sport-nike-taille-xs-noir-neuf?referrer=catalog,2024-03-06 17:11:41
4190117968,ss_az,15.0,0,S / 36 / 8,Nike,Bas de jogging nike ,https://images1.vinted.net/t/01_00112_3fVMCxregxj8KyqPfnMDVDmv/310x430/1709744980.jpeg?s=7e02ec39c7980bc5e130381e38d3850c515719d0,https://www.vinted.fr/items/4190117968-bas-de-jogging-nike?referrer=catalog,2024-03-06 17:11:41
4190117199,dinahgray40,26.0,0,XS / 34 / 6,Nike,Grey Nike joggers xs,https://images1.vinted.net/t/01_00fe1_cGSWgcGehyE5Y1Uhj2S8cspz/310x430/1709744971.jpeg?s=3fe1c5a2cb9b484c446f48a20211f3257625f2d6,https://www.vinted.fr/items/4190117199-grey-nike-joggers-xs?referrer=catalog,2024-03-06 17:11:41
4190107851,charline2711,58.0,0,S,Nike,Ensemble Nike solo swoosh gris ,https://images1.vinted.net/t/01_00bfb_WtJPx4fWH7dmUkJEqUv6f1cQ/310x430/1709744859.jpeg?s=91c39c35cd2311e55c28dad086d6699cc230a691,https://www.vinted.fr/items/4190107851-ensemble-nike-solo-swoosh-gris?referrer=catalog,2024-03-06 17:11:41
4190098955,nathaliebucheit,8.0,0,S,Nike,Bas de jogging,https://images1.vinted.net/t/01_00f92_Zz9fJPwUipfFLDJxreZG9su9/310x430/1709744750.jpeg?s=b4ba9b8265b6e6cb3bce879833c3fa38c3fcbb5f,https://www.vinted.fr/items/4190098955-bas-de-jogging?referrer=catalog,2024-03-06 17:11:41
4190075464,mvximedfz,24.99,0,S,Nike,Sweat à Capuche Nike Vintage Bleu Marine Swoosh Taille S,https://images1.vinted.net/t/01_01110_en6xijPYAJjNh17mgTH1ivei/310x430/1709744469.jpeg?s=420834657c173412d69d1a2ab37db9c802245be2,https://www.vinted.fr/items/4190075464-sweat-a-capuche-nike-vintage-bleu-marine-swoosh-taille-s?referrer=catalog,2024-03-06 17:11:41
4190071689,heroine-311,9.0,0,M,Nike,Legging court homme Nike taille M,https://images1.vinted.net/t/02_015c6_aqTtLWL64wBbWmjgA2t6boxu/310x430/1709744425.jpeg?s=9ea535d266ae4f1f0f44a0d2ebbc6594abf80850,https://www.vinted.fr/items/4190071689-legging-court-homme-nike-taille-m?referrer=catalog,2024-03-06 17:11:41
4190069980,yoyonc,5.0,0,S / 36 / 8,Nike,Pantacourt legging sport Nike taille S Noir dri-fit,https://images1.vinted.net/t/03_0154e_5QMEn1hVjVr2XVj5qEPoWkK1/310x430/1709744404.jpeg?s=1286b9dd6548aaa56c40003e1168c84d7d304f2a,https://www.vinted.fr/items/4190069980-pantacourt-legging-sport-nike-taille-s-noir-dri-fit?referrer=catalog,2024-03-06 17:11:41
4187728698,zoe.lbrr,5.0,1,XS / 34 / 6,Nike,Legging Nike,https://images1.vinted.net/t/01_01773_m52XaLqYGLzSxmj5AHyZvcyk/310x430/1709744267.jpeg?s=174bfe6828c68ab41fee7a5502865b5a221c452d,https://www.vinted.fr/items/4187728698-legging-nike?referrer=catalog,2024-03-06 17:11:41
